date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:29:51	50679/50679	---M-Z	200	added ('OK')	application/javascript	etag:%22c5f7-6098d2090f0be-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/flatpickr/flatpickr.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/flatpickr/flatpickr.min.js	(from https://themesbrand.com/minible/layouts/form-advanced.html)
14:29:51	4868/4868	---M-Z	200	added ('OK')	application/javascript	etag:%221304-607430e1c7ae6-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/form-advanced.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/form-advanced.init.js	(from https://themesbrand.com/minible/layouts/form-advanced.html)
14:29:52	670062/670062	---MCZ	200	added ('OK')	application/javascript	etag:%22a396e-607430e1ca9c6-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/@ckeditor/ckeditor5-build-classic/build/ckeditor.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/@ckeditor/ckeditor5-build-classic/build/ckeditor.js	(from https://themesbrand.com/minible/layouts/form-editors.html)
14:29:52	51/51	---M--	200	added ('OK')	application/javascript	etag:%2233-623b89fac052a%22	https://themesbrand.com/minible/layouts/assets/js/pages/form-editor.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/form-editor.init.js	(from https://themesbrand.com/minible/layouts/form-editors.html)
14:29:53	21202/21202	---M-Z	200	added ('OK')	text/css	etag:%2252d2-607430e1db367-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/bootstrap-editable/css/bootstrap-editable.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/bootstrap-editable/css/bootstrap-editable.css	(from https://themesbrand.com/minible/layouts/form-xeditable.html)
14:29:53	231292/231292	---M-Z	200	added ('OK')	application/javascript	etag:%223877c-607430e1db367-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/bootstrap-editable/js/index.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/bootstrap-editable/js/index.js	(from https://themesbrand.com/minible/layouts/form-xeditable.html)
14:29:53	1204/1204	---M-Z	200	added ('OK')	application/javascript	etag:%224b4-607430e1c7ae6-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/form-xeditable.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/form-xeditable.init.js	(from https://themesbrand.com/minible/layouts/form-xeditable.html)
14:29:54	10550/10550	---M-Z	200	added ('OK')	application/javascript	etag:%222936-607430e1ebd07-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery.repeater/jquery.repeater.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery.repeater/jquery.repeater.min.js	(from https://themesbrand.com/minible/layouts/form-repeater.html)
14:29:54	792/792	---M-Z	200	added ('OK')	application/javascript	etag:%22318-607430e1c7ae6-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/form-repeater.int.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/form-repeater.int.js	(from https://themesbrand.com/minible/layouts/form-repeater.html)
14:29:55	13857/13857	---M-Z	200	added ('OK')	application/javascript	etag:%223621-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-steps/build/jquery.steps.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-steps/build/jquery.steps.min.js	(from https://themesbrand.com/minible/layouts/form-wizard.html)
14:29:55	220/220	---M-Z	200	added ('OK')	application/javascript	etag:%22dc-607430e1c7ae6-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/form-wizard.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/form-wizard.init.js	(from https://themesbrand.com/minible/layouts/form-wizard.html)
14:29:55	120679/120679	---M-Z	200	added ('OK')	application/javascript	etag:%221d767-623b89fac534a-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/inputmask/inputmask.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/inputmask/inputmask.min.js	(from https://themesbrand.com/minible/layouts/form-mask.html)
14:29:55	853/853	---M-Z	200	added ('OK')	application/javascript	etag:%22355-623b89fac052a-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/form-mask.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/form-mask.init.js	(from https://themesbrand.com/minible/layouts/form-mask.html)
14:29:56	7500/7500	---M-Z	200	added ('OK')	text/css	etag:%221d4c-6098d2090b23c-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons-bs4/css/buttons.bootstrap4.min.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons-bs4/css/buttons.bootstrap4.min.css	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:56	25577/25577	---M-Z	200	added ('OK')	application/javascript	etag:%2263e9-6098d2090b23c-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons/js/dataTables.buttons.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons/js/dataTables.buttons.min.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:56	1693/1693	---M-Z	200	added ('OK')	application/javascript	etag:%2269d-6098d2090b23c-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons-bs4/js/buttons.bootstrap4.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons-bs4/js/buttons.bootstrap4.min.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:56	97630/97630	---M-Z	200	added ('OK')	application/javascript	etag:%2217d5e-6098d20911f9f-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jszip/jszip.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jszip/jszip.min.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:57	25211/25211	---M-Z	200	added ('OK')	application/javascript	etag:%22627b-6098d2090b23c-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons/js/buttons.html5.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons/js/buttons.html5.min.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:58	1390498/1390498	---MCZ	200	added ('OK')	application/javascript	etag:%221537a2-623b89fac728a-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/pdfmake/build/pdfmake.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/pdfmake/build/pdfmake.min.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:58	2669/2669	---M-Z	200	added ('OK')	application/javascript	etag:%22a6d-6098d2090b23c-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons/js/buttons.print.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons/js/buttons.print.min.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:58	3340/3340	---M-Z	200	added ('OK')	application/javascript	etag:%22d0c-6098d2090b23c-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons/js/buttons.colVis.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/datatables.net-buttons/js/buttons.colVis.min.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:58	828560/828560	---MCZ	200	added ('OK')	application/javascript	etag:%22ca490-623b89fac91cb-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/pdfmake/build/vfs_fonts.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/pdfmake/build/vfs_fonts.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:58	299/299	---M-Z	200	added ('OK')	application/javascript	etag:%2212b-607430e1c6b46-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/datatables.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/datatables.init.js	(from https://themesbrand.com/minible/layouts/tables-datatable.html)
14:29:59	15001/15001	---M-Z	200	added ('OK')	text/css	etag:%223a99-607430e1d4606-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/admin-resources/rwd-table/rwd-table.min.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/admin-resources/rwd-table/rwd-table.min.css	(from https://themesbrand.com/minible/layouts/tables-responsive.html)
14:29:59	11552/11552	---M-Z	200	added ('OK')	application/javascript	etag:%222d20-607430e1d4606-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/admin-resources/rwd-table/rwd-table.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/admin-resources/rwd-table/rwd-table.min.js	(from https://themesbrand.com/minible/layouts/tables-responsive.html)
